SMILES,Observed(min),Prediction of training-set(min)
O=C(O)CCNc1nc(-c2nccs2)cc(N2CCc3ccccc3CC2)n1,266.5199998741397,266.96652
CN[C@@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,55.00200000079242,55.281742
CCN(C(=O)Nc1ccc(C(C)C)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1,12.000000005209206,11.979203
COc1ccc(-c2cc(-c3ccc4nccn4c3)cnc2N)cn1,145.98000002899374,148.25574
CN1C(=O)CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,1.000200000219478,0.9990119
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1F,5.999999999964276,5.982122
[2H]c1nc(C(NC(=O)c2cc(-c3cc4c(C(=O)NC)c(-c5ccc(F)cc5)oc4nc3CCC(F)(F)F)cnc2OC([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])no1,67.01999999416499,66.87925
CN(C)CCNC(=O)c1cc(C(C)(C)C)sc1NC(=O)Nc1ccc2[nH]ncc2c1,37.99800001746967,38.303192
NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cnn(CCCO)c5)CC4)ncc3Cl)cc1-2,8.999999998972932,9.145026
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,3.7998000017243414,3.830439
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,62.99999998932578,63.451553
COc1cc(N2CCN(C3CCN(c4ccc(F)c5cccnc45)CC3)CC2)c2ncccc2c1,5.999999999964276,5.9167066
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2c2ccc(C(F)(F)F)cc2)no1,109.98000001566467,109.498535
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)CC3CCCC3)CC2)cc1,2.9999999986619734,2.9990377
CCN(CC)CCN/C(C)=N\c1ccnc2cc(Cl)ccc12,25.998000006142632,26.285912
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CCCCC4)cc3)sc2n1,4.800000001479627,4.823314
CNS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(OC)nc3)c2)cc1,181.0199999679732,182.26505
Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(F)(F)F,55.69799997639798,55.84863
CCCc1sc(-c2ccc(OC)c(OCCNS(C)(=O)=O)c2)nc1CSc1nc(N)cc(N)n1,2.700000000571907,2.7691894
Cn1cc2c3c1C(=O)C(N/C=C/c1ccc(O)cc1)=CC3=[N+](C)CC2,8.801999998531834,8.717546
Cn1cc(C[C@H](NC(=O)C2CCCCC2)C(=O)Nc2ccncc2)c2ccccc21,2.9999999986619734,3.0282564
N#Cc1cc(-c2ccc(C3(C(F)(F)F)CC3)cc2)ccn1,68.99999997411405,69.37165
Cc1[nH]c2ncnc(-c3ccc(NC(=O)Nc4cccc(C(=O)NC(C)C)c4)cc3)c2c1C,46.99799998162116,47.15395
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCC(F)(F)CC1,5.999999999964276,6.018031
CC1CCCC(N(C)c2ncnc3[nH]ccc23)C1,16.998000002476036,17.23626
NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccccc3)o2)c(Cl)cc1SCc1ccccc1,13.698000006114611,13.821268
COCCNS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1,15.70200000700367,15.840534
CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccn21,10.00200000225434,9.977903
CC(C)[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2CCC2)CC[C@@H](NC2CCOCC2F)C1,21.000000010472228,20.853905
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2c2ccc(Cl)cc2)no1,23.99999999697972,24.217716
CO[C@@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C,19.997999993369522,20.5012
COc1ccc(-c2cncc(-c3ccc(S(C)(=O)=O)cc3)c2)cn1,40.99800000801119,40.921947
N#C[C@@H]1CS[C@H]2C[C@@H](NC(=O)OCc3ccccc3)C(=O)N21,133.98000001902236,134.84842
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2CC2CC2)no1,8.999999998972932,8.98354
O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C(=O)N1CC1CCC1,4.99979999794019,5.031295
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCC(=O)OC,126.00000003409846,126.267426
C[C@]12CC[C@H]3[C@@H](CC(F)C4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,1.000200000219478,1.001872
COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5C[C@H](NC(=O)C6CC6)CC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.0086224
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCCN1CCN(C)CC1,110.99999998998409,110.99359
CNc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,7.200000001440656,7.167177
COc1ccc(-c2ccc(CNc3c(C)nc4c(N5CCOCC5)nccn34)cc2)cc1OC,18.239999992264696,18.27208
COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5N(C)C(=O)C[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.0057547
NS(=O)(=O)c1cc(-c2nnc(CNS(=O)(=O)c3ccc(Cl)cc3)o2)c(Cl)cc1SCc1ccccc1,11.801999995127234,11.896896
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCC(=O)N1CCN(C)CC1,21.000000010472228,21.023438
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(c2)c(C)c(-c2ccc(F)cn2)n3C2CCCCC2)cnc1/C=C/C(=O)O,94.01999996484744,93.384
CCC(C)(C)c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,5.999999999964276,5.974585
CCN(CC)CCCC(C)Nc1ccnc2cc(C(F)(F)F)ccc12,116.27999994551415,118.00071
CNCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,100.02000002313893,100.44392
CC(C)CC1n2cncc2CN(Cc2ccc(Cl)cc2)S1(=O)=O,7.997999998380197,7.8706455
CCS(=O)(=O)N1CCc2cc(C(=O)CSc3ccc4c(c3)OCCCO4)ccc21,1.3997999999283282,1.4076508
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,112.98000003671676,113.68982
O=C(NCCN1CCCC1)c1cccn2c(=O)c3cc4ccccc4cc3nc12,32.999999991935475,33.142487
Cc1cc(NC(=O)N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)sn1,43.0019999992373,43.069706
NS(=O)(=O)c1cc(-c2nnc(CN3CCC(Cc4ccccc4)CC3)o2)c(Cl)cc1SCc1ccccc1,21.797999994659072,22.016771
CC(C)CCn1nc(-c2ccccc2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,37.99800001746967,37.18542
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2,43.0019999992373,42.946632
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(c4cccnc4)=CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1.000200000219478,1.0041173
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,31.998000012017826,32.26671
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccc(C(C)(C)C)cc1,3.90000000033735,3.9781835
NS(=O)(=O)c1cc(-c2nnc(CNC(=O)c3ccccc3)o2)c(Cl)cc1SCc1ccccc1,11.202000004866822,11.312185
CCc1nn(CCO)c(CC)c1Oc1cccc(C#N)c1,27.000000005879834,27.44429
CC(C)CCc1cc(N(C)CCNc2ccnc(N)n2)nc(N)n1,82.02000002117654,82.51786
O=C(Nc1ccc(F)c(-c2nc3cc(-c4ccccc4)cnc3[nH]2)c1)N1CCCC1,31.00199999035832,31.249702
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCCC2)no1,4.000200001408744,3.983091
CC(C)CCn1nc(C2CCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,19.00200000831419,18.663193
C[C@@H]1CN(c2ccc(C(N)=O)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@@](C)(O)C(F)(F)F)s1,16.998000002476036,17.212864
Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,21.000000010472228,20.817759
CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN1CC2CCC(C1)C2c1ccccc1,10.00200000225434,10.094645
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4.99979999794019,4.988362
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(Br)cc2c1=O,112.98000003671676,113.532814
O=C(Nc1ccc(-c2nc(C3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(N2CCNCC2)cc1,27.000000005879834,26.623127
c1ccc2c(c1)CC(CN1CCC3(CCc4ccccc43)CC1)CO2,3.1001999990173723,3.120759
COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5N(C)C(=O)CCC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.0023421
Cc1ccoc1C(=O)Nc1cccc(-c2nc3ncccc3o2)c1,10.00200000225434,10.019896
CCN(CC)CCCN/C(=N\c1ccnc2cc(Cl)ccc12)c1cccnc1,35.99999999157566,36.125267
CCCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,28.002000000738335,28.521982
CC(C)(C)Cn1ccnc1/N=C(/Nc1ccc(Cl)c(Cl)c1)NC(C)(C)C,12.102000000265893,12.229356
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(Cl)cc2)cc1F,34.99800000778863,35.44905
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,1.000200000219478,1.0003972
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,10.60000000110324,10.734058
O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,28.9980000038016,28.75392
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(F)c2)cc1F,18.00000000586685,17.972067
CN1CC[C@@]2(C)C(=CC1=O)CC[C@H]1C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,1.000200000219478,0.99945414
COc1ccc2[nH]c(SCc3ccc(C)cc3)nc2c1,6.101999999558354,6.137859
COc1ccc(-c2cc(-c3ccc(OC(F)(F)F)cc3)cnc2N)cn1,76.01999997422907,77.168015
Oc1ccc(O)c(-c2cn3ccsc3n2)c1,5.8998000011213865,5.886725
Cc1ccc(-c2nn(CCC(C)(C)C)c(=O)c(C3=NS(=O)(=O)c4cc(OCC(N)=O)ccc4N3)c2O)s1,45.00000002033014,44.83581
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccc(Cl)c(Cl)c1,3.1001999990173723,3.1420305
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCOCC2)no1,7.0019999978267675,7.022103
CC1Cc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc2N1S(C)(=O)=O,31.500000012301168,31.47279
Cc1[nH]nc2c1C(c1cc(F)cc(N3CCC(C(=O)O)CC3)c1)(C(C)C)C(C#N)=C(N)O2,226.02000006556753,224.97417
CSc1nc2ccccn2c(=O)c1S(=O)(=O)c1ccccc1,40.002000014325624,40.224796
CCNCC(=O)Nc1ccc(-c2nc(=O)n(CCOC)c3c2oc2ccc(-c4ccc5c(c4)CCN(C)C5)cc23)cc1,93.00000000640256,93.50429
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccc(F)cc1,3.1001999990173723,3.1419165
CCNC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,1.000200000219478,1.0009866
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCCCC3)CC2)cc1,4.000200001408744,3.9972403
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCCC3)CC2)cc1,2.9999999986619734,2.9755807
FC(F)(F)CN1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,228.00000006102647,231.80516
CC(C)C(=O)Nc1ccc2cn(-c3ccc(Cl)cc3)nc2c1,197.99999990645796,200.21368
C[C@]12CC[C@H]3[C@@H](CC[C@H]4COC(=O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,1.000200000219478,1.0022709
Cc1noc(-c2ccc3c(c2)c2c(n3CCCOc3cc(F)cc(F)c3)CCCC2)n1,55.00200000079242,54.953354
Cc1c(Cl)c(-c2cccc3cc[nH]c23)cc2c1NC(C)(C)[C@H](O)[C@H]2C,21.000000010472228,21.278767
CN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)(C)C)c1=O)N2)S(C)(=O)=O,25.998000006142632,25.91175
Cc1[nH]nc2c1[C@@](c1cc(F)cc(N3CCC(CC(=O)O)CC3)c1)(C(C)C)C(C#N)=C(N)O2,205.9799999020452,205.347
O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCCC1)NO,89.99999999026521,90.14653
COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,13.997999999366629,13.955932
CN(c1ncnc2[nH]ccc12)C1CCCCC1(C)C,4.99979999794019,5.0131254
O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1ccccc1,22.001999997906655,21.958004
O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,60.0,60.258316
CC(C)NCC(O)COc1cccc2ccccc12,20.802000006056694,20.977959
[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,31.998000012017826,32.27961
COc1cc(N2CCN(C3CCN(c4ccc(F)c5ccc(C(F)(F)F)nc45)CC3)CC2)c2ncccc2c1,2.9999999986619734,3.0171473
C[S+]([O-])Cc1ccc(C(F)(F)F)cc1,109.98000001566467,110.389366
O=C(c1ccc(N2CCOCC2)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,4.99979999794019,5.01972
CCCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,51.00000002538652,50.566425
O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccccc1,10.30200000081084,10.264112
CC(C)CCn1nc(CC(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,7.397999998607981,7.2953973
N[C@H]1CCCN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,25.00199998884234,25.021679
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c1=O,28.002000000738335,27.689867
CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,85.02000002477965,86.1059
O=C(Cc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,4.99979999794019,5.0336967
CC(CNCCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,57.00000002209038,57.447033
CC(C)C(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1Cn1cc(COCc2cc(=O)c(O)cn2O)nn1)c1csc(N)n1)c1cc(=O)c(O)cn1O,80.10000001183775,81.076416
CN1CCC[C@@H]1C(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,167.9999999695654,170.29207
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,4.99979999794019,5.007258
Cc1ccc(CNC(=O)Cc2cccc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)c2)cc1C,10.00200000225434,9.900474
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1F,13.002000005718587,13.081173
Cc1[nH]nc2c1C(c1cc(F)cc(N3CCC(CC(=O)O)CC3)c1)(C(C)C)C(C#N)=C(N)O2,193.98000004979545,193.50319
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)C)cc3)sc2n1,17.801999994398795,17.888063
O=C(N[C@@H](Cc1c[nH]c2ccc(OCc3ccccc3)cc12)C(=O)Nc1ccncc1)C1CCCCC1,4.000200001408744,4.0469413
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,13.002000005718587,13.039425
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,2.9999999986619734,3.016252
C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,1.000200000219478,1.0075476
CO/N=C1\CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C,55.00200000079242,55.779797
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CCOCC4)cc3)sc2n1,13.098000005582875,13.126088
CC1C[C@@H]2[C@H](CC[C@]3(C)C(c4cccnc4)=CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1.000200000219478,1.0025805
Cc1ccoc1C(=O)N1CCCn2nc(C(=O)Nc3ccc(F)cc3Cl)cc2C1,215.99999990019413,216.9093
Cc1c(CO)cccc1NS(=O)(=O)c1ccc(-c2ccc(F)cc2F)cc1,19.997999993369522,20.096928
Cc1nn(-c2ncnc3nc[nH]c23)c2c1C(c1ccc(OC(C)C)cc1)CC(=O)N2,23.99999999697972,24.061693
COc1ccc2[nH]c(SCc3ccc4ccccc4n3)nc2c1,4.9199999986119884,4.9867854
C[C@@H]1CCN(C(=O)CC2CC2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,13.997999999366629,14.031514
CN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccn3n(CCC(C)(C)C)c1=O)N2)S(C)(=O)=O,49.00199998127668,48.887436
Cc1ccc(-n2cnnn2)c(CCC(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4[nH]c(=O)ccc4c3)c(Cl)[nH]2)c1,2.2001999997775648,2.2352295
COc1ccc2nc(SCc3ccc4ccccc4c3)[nH]c2c1,11.39999999796682,11.534233
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N4CCCC4=O)ccc3N2)c1=O,4.300199999898124,4.2283726
C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,97.98000000114362,98.7629
FC(F)Oc1ccc2[nH]c(SCc3ccccn3)nc2c1,16.097999992764894,16.252972
COc1cc2c(NC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,101.99999999365862,102.15506
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(S(N)(=O)=O)ccc3N2)c1=O,13.002000005718587,12.862431
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,30.13200000779371,30.299667
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(F)ccc2c1,13.997999999366629,13.87786
CC(C)(C#N)c1ccc(-c2ccc(C#N)cn2)cc1,121.98000004315537,122.971214
CC(c1ccc(-c2ccc(C#N)cn2)cc1)C(F)(F)F,66.00000001291455,66.67891
CC(CNCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,10.998000001500982,11.281548
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(F)c1,7.997999998380197,7.9965386
CSCCNC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,2.9999999986619734,3.0216627
COc1ccc2[nH]c(SCc3ccc(C(=O)O)cc3)nc2c1,8.058000003649834,8.181907
Cc1cc(-c2ccc(SCC(=O)Nc3ccc(-c4cnccn4)cn3)cc2)ccn1,6.797999999647702,6.8750806
CC(C)S(=O)(=O)c1ccn([C@@H](CC2CCCC2)C(=O)Nc2ccn(C)n2)c(=O)c1,93.00000000640256,92.905815
O=C(NOCCO)c1cc(CN2CCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,184.98000001775563,185.25117
[2H]C([2H])([2H])Oc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC([2H])([2H])[2H])sc4n3)oc2c1,11.39999999796682,11.43824
CN1CCN(C(=O)c2cc3cc(Cl)cc(N)c3[nH]2)CC1,66.00000001291455,66.7181
CSc1nc2c3ccccc3ccn2c(=N)c1S(=O)(=O)c1ccccc1,7.90200000184039,7.949618
Oc1cccc2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,12.198000004242905,12.25387
O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)c1ccnc(OCC(F)(F)F)c1,139.01999993740776,140.2981
COCN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2)S(C)(=O)=O,10.998000001500982,10.9391575
CCCc1sc(-c2ccc(OC)c(OCC(C)(C)O)c2)nc1CSc1nc(N)cc(N)n1,4.099800000776707,4.2026067
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)NCCCl,61.019999995946876,61.456856
C[C@@H](CO)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,13.002000005718587,13.046481
C[C@@H]1CCN(S(=O)(=O)CC(F)(F)F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,28.9980000038016,29.153242
CC1CCC(C)C(N(C)c2ncnc3[nH]ccc23)C1,18.00000000586685,18.272137
Cc1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O)cc1,12.000000005209206,12.050803
C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(F)c(Cl)c2)n1,16.00199999670628,16.199911
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(F)(F)F,45.00000002033014,45.347412
CCC(Oc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2)C(N)=O,21.000000010472228,20.683214
COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)c3ccccc3)c2n1,8.999999998972932,9.05447
Cc1cn(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)cn1,10.00200000225434,10.041975
N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCN2CCOCC2)n2c1nc1ccccc12,15.899999999935046,15.967659
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,7.499999997598769,7.5022655
C[C@]1(C#N)CC[C@H]2[C@H]([C@@H]1O)[C@@H](CCO)CC[C@@]2(C)C#N,142.0200000664871,142.39503
CC(C)CCn1nc(-c2cc[nH]c2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,29.99999998679836,29.410337
CCCN(C)C(=O)COC(=O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)cc1OCC,19.00200000831419,18.953033
CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,217.0200000065191,219.2102
CC(C)CC1n2cncc2CN(Cc2ccc(F)cc2)S1(=O)=O,4.99979999794019,4.995234
Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)N(C)C,99.00000000866358,99.06463
Cc1nn(CCO)c(C)c1Oc1cc(Cl)cc(Cl)c1,91.9800000101475,94.09261
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)C1=CC=C2c1cccnc1,1.000200000219478,1.0047832
c1cc2c(ncc3ncn([C@H]4CC[C@@H](N5CCOCC5)CC4)c32)[nH]1,222.0000000776603,222.69589
Cc1ccc(Nc2nc(-c3cc(C(=O)Nc4ccccn4)no3)cs2)cc1,16.097999992764894,16.147604
CN(C)CCCNC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,35.99999999157566,36.673164
Cc1noc(-c2ccc3c(c2)c2c(n3CCC[S+]([O-])c3cc(F)cc(F)c3)CCCC2)n1,4.000200001408744,4.064998
N#CCCn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,5.999999999964276,6.086808
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1cscn1,35.99999999157566,36.133224
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(/C=C/c2ccc(F)cc2)c1=O,185.99999990865533,186.1428
Cc1cncc(C2=CC[C@H]3[C@@H]4CC(=O)C5CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.0053874
